timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-08-09T11:52:40,codecarbon,00a549eb-c508-4eff-9d6e-6ddec5095239,90.68495512008668,0.0002899765688792,3.1976259843237727e-06,27.0,0.0,5.754446983337402,0.0006800569170713,0.0,0.0001383530629161,0.0008184099799874,Germany,DEU,bavaria,,,Windows-10-10.0.22621-SP0,3.10.9,2.2.4,16,AMD Ryzen 7 5800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3070 Laptop GPU,11.0783,49.4527,15.345191955566406,machine,N,1.0
2023-08-16T19:18:19,codecarbon,71bb4ad2-a969-4acb-ae12-9533cd8dd7b2,91.31983590126038,0.0002898558911710923,3.1740737191479316e-06,27.0,0.0,5.754446983337402,0.0006847259956598282,0.0,0.00013334339184089097,0.0008180693875007193,Germany,DEU,bavaria,,,Windows-10-10.0.22621-SP0,3.10.9,2.2.4,16,AMD Ryzen 7 5800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3070 Laptop GPU,11.0783,49.4527,15.345191955566406,machine,N,1.0
